track,currentTranscription
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk0.mp3,this wooden face dates back to about 1500 to 1100 BC in other words it's more than 3000 years old
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk1.mp3,like so many objects from ancient Egypt it's associated with death because it was originally attached to the front of a coffin at the top
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk10.mp3,and the religious beliefs that affected their preparations for Death so as well as appreciating the beauty of an object like this space
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk11.mp3,it was me the way it was
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk2.mp3,is a piece of wood which we call a tenon this was used to fasten the face to the Coffin although in its current state we see the beautiful
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk3.mp3,the Faces made from it would originally have been brightly painted objects like these are stunning work the park and they show us how Nations
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk4.mp3,person wants to be remembered after death they also reveal the incredible skill of the cross when you made them on this face for example the inlaid
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk5.mp3,and eyebrows were held in place by an adhesive which we have been able to identify the type of gun mixed with Egyptian blue this is a blue colour manufactured by the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk6.mp3,to do this is a mixed copper minerals or scrap metal from copper and bronze working with powdered limestone sand and an alkaline material such as play
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk7.mp3,this makes you was fired at a very high temperature for many hours producing a blue glass like substance further into the room there is a video
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk8.mp3,making Egyptian blue we want to take you below the surface appearance of the object displayed so that you can understand how coffins for me
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-001_Chunk9.mp3,the Crossman who worked on them we also want you to get to know the ancient Egyptian people who were buried in these coffins the economic times
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk0.mp3,understand ancient Egypt it's important to understand a bit about the geography of the country the most important feature is
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk1.mp3,the Nile which flows roughly from South to North most Egyptian towns and villages like close to it and within the floodplain
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk10.mp3,add food and the right thoughts of Status symbols with them after death these things suggest that there was some kind of belief in an afterlife
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk11.mp3,early period
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk2.mp3,to the Eastern West or deserts with the Sahara on one side and the Eastern desert on the other the ancient Egyptians chose to be
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk3.mp3,the edge of the Desert early burials from about 4400 BC replaced in simple pits directly into the sand
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk4.mp3,like the one we've recreated here bodies will put in them lying on their sides with their legs curled up as if asleep
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk5.mp3,because they were in Direct contact with us and they dried out very quickly and effectively mummified naturally over
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk6.mp3,these pets came to be lined with Matt's made of leaves or even wooden planks the objects you see here
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk7.mp3,came from early burials at a single site called hire companies which is about 60 miles south of modern Luxor
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk8.mp3,settlement in prehistoric and early Dynastic times because it was the cults centre of an important god called Horace
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-002_Chunk9.mp3,pottery and Stone vessels jewellery and slate pallets for mixing I paint will buried with the bodies and we assume this was to make sure that the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk0.mp3,the period we call the Old Kingdom lasted from about 2700 to 2170 BC
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk1.mp3,it was the time when the pyramids and sphinx at Giza were built and this was the point when for the first time ever people were buried in
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk10.mp3,the artist uses a guide for his work the inscriptions on the outside give us her Nanny's name and tell us that he was a fairly important
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk11.mp3,data on one of the Long sides you can see two eyes known as wedge eyes this longside was actually the front
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk12.mp3,and Helen whose body would have been placed in it lying on one side and facing the front the body would have been stretched out
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk13.mp3,with its legs curled up like earlier variables his head would have been positioned close to the eyes on the outside of the Coffin so that he could mad
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk14.mp3,see out being able to see meant that he was alive
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk2.mp3,containers that we would nowadays cool coffins this particular coffin was found as a place called a suit which is about
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk3.mp3,play between Cairo and Luxor it was made for a man called henna no it's made from a type of tree that's native to Egypt
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk4.mp3,Sycamore fig and the wood you see here is over 4000 years old Sycamore fig trees don't grow tall and straight so the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk5.mp3,come for the loft in an awkward shape for woodworking as you can see Helen whose coffin is made of curved planks that the carpenter had to fit together to make a rectangular box
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk6.mp3,the plants attached to each other with a mixture of wooden dowels and mortise and tenon joints the corner the mitred with a joint at the top known as the butt joint
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk7.mp3,together they're also fix together with dowels the lid kept in place on the Coffin by buttons on the underside and the itself is also made
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk8.mp3,from there we guess probably came from the same tree that has lots of flaws in it which was covered over with a white paste to make a smooth surface
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-003_Chunk9.mp3,what type of this there's a coat of pale yellow paint the final decoration was added on top in blue paint and you can still see the Black
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk0.mp3,inscriptions on coffins often mention God's associated with the afterlife at the top of this stone slab
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk1.mp3,we can see one of the most important gods Osiris we can immediately tell which figure is Osiris because he has Green
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk10.mp3,Isis also brought Osiris back to live there are a few different versions of the story in 1 she turned herself into a
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk11.mp3,and what did the breath of life into his nostrils this is one reason why Isis and also know if this is sometimes shown with wings
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk12.mp3,after he came back to life Osiris became the king of the underworld
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk2.mp3,on his face of hands he's also shown wrapped up in white linen and he's got a white crown on his head which has two feathers either side
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk3.mp3,this is the crown of Southern Egypt which Osiris almost always wears and he's also holding his distinctive crook and Flail
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk4.mp3,on this dealer we can see him sitting on a throne facing a man and a woman the inscription
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk5.mp3,the man is called me and the woman is his wife numpty and that they are praising a Cyrus the Stealer probably comes from
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk6.mp3,lower down there is another standing couple who is showing making offerings to a seated couple that he's a probably members of mess family
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk7.mp3,the Egyptians believe that Osiris was the first king of Egypt and that he was murdered by his evil brother Seth
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk8.mp3,his wife Isis and her sister nephthys protected his dead body and we often find these two goddesses painted or carved on
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-004_Chunk9.mp3,footings of Egyptian coffins they were there to provide magical protection for the body and side just as they protected Osiris
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk0.mp3,bread and beer were the staple foods of the ancient Egyptians so it was crucial that these were available in the afterlife
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk1.mp3,which who were used to being looked after by servants it was also really important that there were people to take care of you and make the bread and beer
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk10.mp3,there are two boats as well one with the sale and one without if you wanted to travel in Egypt the Nile was the best route because it
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk11.mp3,cast all the towns and villages travelling North Was Easy all you had to do was get into your boat and trouble with the current of the river rowing with
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk12.mp3,things up and the Egyptians were lucky because the wind usually blow from the North so to travel South all you did was Hollister sale
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk13.mp3,the hieroglyphic sign for travelling South with a boat with the sale while the one for travelling North Was a boat with no sale
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk2.mp3,decoration in a person's tune could include pictures of people at work or models like these could be put into tunes the tiny figures
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk3.mp3,can you come to life and work for you in one model we see people making bread we women needing dough and man
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk4.mp3,in a large bowl and a woman shown with a pile of bread moulds over a fire she's holding her hand in front of her and that tells us
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk5.mp3,where is hot there's also a man leaning over a large container with a lid where the beer is fermenting another
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk6.mp3,at work they've just slaughtered a ball and eye-catching the blood and there is what looks like a three legged stool which is actually
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk7.mp3,is block and there's a model Granary being filled with grain a man climbing up some steps to the roof of the Granary he's carrying a
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk8.mp3,rain on his shoulders and at the top of the stairs one of the two seated figures is a Scribe he has a writing board or maybe a papyrus on his
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-005_Chunk9.mp3,and is noting down how many sacks of Grain have been put in to the Granary you can see the whole for pouring the grain in beside him
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk0.mp3,is coffee is made of cedar wood expensive material to use
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk1.mp3,is being resistant to being eaten by insects so the Coffin is in pretty good condition despite being nearly 4000 years old there is some ancient water damage
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk10.mp3,tell us that she was the daughter of someone called what he had up she must have been fairly wealthy to afford a Cedar coffin
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk11.mp3,not lived around 19:15 to 1870 BC and at that time there was a significant change in the beliefs about the afterlife
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk12.mp3,we can see this reflected in an inscription on the lid it's hard to make out in normal light but we've used a particular imaging technique to see
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk13.mp3,is cold visible-light induced luminescence photography happily usually shortened to VI l photography
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk14.mp3,the start of the inscription the word say Osiris not in other words instead of going to be with the God Osiris
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk15.mp3,act went into the afterlife as Osiris and from this time onwards inscriptions regularly refer to the dead both men and women
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk16.mp3,as Osiris to hear some more about the VL photography and Egyptian blue select the more button
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk2.mp3,the effect of the front of the Coffin the side where the iPad on a painted you can see that the plants have very straight and regular the corners have
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk3.mp3,hedges and the joint at the top of each corner King we're together they were held together with wooden dowels but you can also see that they require
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk4.mp3,extra redundant holes in the edges of the wood and also on the lid
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk5.mp3,the wedding is coughing has been recycled from the length of the planks they probably came from another coffin that would have been carefully smooth to me
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk6.mp3,outer surface for the decoration which is really eye-catching it's meant to represent the decoration on the outside of earlier royal palaces different made of mud brick
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk7.mp3,brightly patterned hangs the decoration has been laid out with black lines using a straight edge like a ruler the colours are made of red and yellow
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk8.mp3,calcite for the white and Egyptian blue to get the greens they use the complicated mixture of yellow Earth Egyptian blue calcite
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-006_Chunk9.mp3,the best green pigment you might be surprised to know that this coughing was made for a woman her name was knocked the in
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk0.mp3,this coffin belong to a man called ahead who lived about 3800 years ago the first thing you know
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk1.mp3,at the Coffin is that it's not a rectangular box like earlier coffins it's anthropoid in other words it's shaped like a body wrapped in linen
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk10.mp3,the University of Liverpool the Coffin box and lid are hollowed out of 2 whole pieces of Sycamore fig there's an extra strip of wood
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk11.mp3,box on the left side to make a strong anchor for the tenants used to peg the lid on the white decoration on the outside is painted over
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk12.mp3,preparations are made of calcite in order to make sure that it's tteokbokki to the Coffin they glued strips of linen on first before applying the calcite
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk13.mp3,open the coffins for examiners we were surprised to discover that would of the box of split from top to bottom while the coffee was being made the craftsman
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk14.mp3,split by Sonya top with stitches made of seen you or rawhide dried out it would have contracted and pull the two parts together in a tight join
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk15.mp3,is x-ray the coughing and the x-ray radiographs show the details of the repair you can see the stitches on the inside of a
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk16.mp3,although they've been patched over with a paste and all the outside the repair is completely invisible the blue arrow on the radiograph is pointing to one of the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk17.mp3,the green arrow shows where there is a piece of linen covering the repair on the external surface of the Coffin under the white paste the Red Arrows
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk18.mp3,some of the marks made with an ads and the carpenter car the shape of the box the white paste on the exterior of the Coffin has filled up these cuts in the surface
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk19.mp3,they are very clearly meaning that we can see exactly how the carpenter work over the surface
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk2.mp3,and it's mostly painted white to reinforce that impression the white linen wrappings are a feature of the way Osiris was
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk3.mp3,centred so this tells us that it is wrapped up like Osiris his face is painted black the colour of Nile mud
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk4.mp3,and a symbol of fertility and rebirth is also meant to look as if his face is covered with a funerary mask and he's got an elaborate
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk5.mp3,over his shoulders and chest his beard is shown as a full Speed held on by straps running around his jaw bone
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk6.mp3,all these things show us ahead in his mummified form prepared to go into the afterlife as Osiris and the inscription on the front
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk7.mp3,so called him Osiris the Egyptian called this form of the dead so it was the idealized form you
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk8.mp3,when you went into the Underworld I very large and striking in fact this
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-007_Chunk9.mp3,found inside a rectangular coffin lying on its side with the eyes facing towards the eye panel on the outside the article thing is
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk0.mp3,this coffin belong to a man called ahead who lived about 3800 years ago the first thing you know
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk1.mp3,the Coffin is that it's not a rectangular box like earlier coffins it's anthropoid in other words it's shaped like a body wrapped in linen
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk10.mp3,the University of Liverpool the Coffin box and lid are hollowed out of 2 whole pieces of Sycamore fig the white decoration
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk11.mp3,painted over a thick preparations are made of calcite in order to make sure that it's stuck property of the Coffin they glued strips of linen on first before applying the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk12.mp3,open the coffins for example it was surprised to discover that would a box of split from top to bottom while the coffee was being made
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk13.mp3,the Crosman repair the split by Sonya topped with stitches made of sinew or rawhide dried out it would have contracted and pulled the two parts to
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk14.mp3,tight join the Coffin and the x-ray radiographs show the details of the repair you can see
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk15.mp3,should on the inside of a coffin although they've been passed over with a paste but on the outside the repair is completely invisible the blue arrow on the radio
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk16.mp3,is one of the stitches the green arrow shows where there is a piece of linen and covering the repair on the external surface of the Coffin under the white paste
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk17.mp3,Red Arrows indicate some of them are made with an ads and the carpenter car the shape of the box the white paste on the exterior of the coughing has filled up these
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk18.mp3,surface go on the radiograph is very clearly meaning that we can see exactly how the carpenter worked over the surface
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk2.mp3,and it's mostly painted white to reinforce that impression the white linen wrappings are a feature of the way Osiris was
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk3.mp3,centred so this tells us that it is wrapped up like Osiris his face is painted black the colour of Nile mud
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk4.mp3,and a symbol of fertility and rebirth is also meant to look as if his face is covered with a funerary mask and he's got an elaborate
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk5.mp3,over his shoulders and chest his beard is shown as a full Speed held on by straps running around his jaw bone
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk6.mp3,all these things show us ahead in his mummified form prepared to go into the afterlife as Osiris and the inscription on the front
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk7.mp3,so called him Osiris the Egyptian called this form of the dead so it was the idealized form you should
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk8.mp3,when you went into the Underworld I very large and striking in fact this
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/nile-007NEW_Chunk9.mp3,found inside a rectangular coffin lying on its side with the eyes facing towards the eye panel on the outside the article thing is
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk0.mp3,looking at the Coffin of magi we can see that it is basically similar to earlier anthropoid coffins it's shaped like a body rather
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk1.mp3,Angela and it's made to look as if the body is wrapped in white linen with a mask over the head there are some obvious differences though
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk10.mp3,changed in different parts of the country model lived about 1500 to 1400 BC in the period
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk11.mp3,the new kingdom when Egypt had been reunited under the rule of a single king called are Jose her coffin is typical for the early New Kings
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk12.mp3,shortly after this the fashion in coffins changed again and all the white areas of a coffin like this
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk13.mp3,instead and we can see an example of this in the coffin of Tom eat which is shown in the same case both black and white cock
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk14.mp3,sometimes had gold text bands or gold leaf on the Faces cheaper coffins like Tommy's just had inscriptions and yellow pain
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk15.mp3,in fact her coffin was probably bought off the shelf Because We Can See Clearly that her name has been added to the Coffin after the main inscriptions were
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk2.mp3,instead of just a single line of inscription down the front there are more strips of inscription which run at right angles to the Central text line
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk3.mp3,and there is much more in the way of declaration there are images for example there's a depiction of Osiris of the God Anubis who was another of
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk4.mp3,God and mother and her husband sitting on a double chair there is also a website I on each side at the shoulders
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-008_Chunk5.mp3,at this period for the first time bodies were buried on their backs this coffin was not meant to be put on its side and it was not meant to be inside a rectangular
